Date,BTC-EUR (Price),BTC-EUR (Change),BTC-EUR (Change),Gen,Gold (Price),Gld,Gold (Change),,SPX-500 (Price),SPX-500 (Change),Myfund (Price),Myfund-Change,MVIS Price,MVIS Change,
3/5/2021,"40,926.70",1.07%,0.01,1.07,"1,683.00",-0.13,0.00,-0.13,"3,841.94",1.95%,18.534644,-6.40%,8780.61,-0.36%,
3/6/2021,"41,019.10",0.23%,0.00,0.23,,0.00,,0.00,,,19.1693,3.42%,9014.59,2.66%,
3/7/2021,"42,709.90",4.12%,0.04,4.12,,0.00,,0.00,,,18.900933,-1.40%,9375.7,4.01%,
3/8/2021,"44,115.20",3.29%,0.03,3.29,"1,673.30",-1.21,-0.01,-1.21,"3,821.35",-0.54%,19.080252,0.95%,9681.22,3.26%,
3/9/2021,"46,142.20",4.59%,0.05,4.59,"1,676.70",2.32,0.02,2.32,"3,875.44",1.42%,19.648582,2.98%,10047.5,3.78%,
3/10/2021,"46,888.20",1.62%,0.02,1.62,"1,705.60",0.29,0.00,0.29,"3,898.81",0.60%,21.029522,7.03%,9871.7,-1.75%,
3/11/2021,"45,687.00",-2.56%,-0.03,-2.56,"1,721.70",0.79,0.01,0.79,"3,939.34",1.04%,20.277433,-3.58%,10034.3,1.65%,
3/12/2021,"47,804.60",-0.83%,-0.01,-0.83,"1,719.80",-0.16,0.00,-0.16,"3,943.34",0.10%,19.5931,-3.37%,9981.41,-0.53%,
3/13/2021,"50,225.80",5.06%,0.05,5.06,,0.00,,0.00,,,18.49306,-5.61%,10667.1,6.87%,
3/14/2021,"49,345.80",-1.75%,-0.02,-1.75,,0.00,,0.00,,,19.1645,3.63%,10183.2,-4.54%,
3/15/2021,"46,740.50",-5.28%,-0.05,-5.28,"1,729.20",0.55,0.01,0.55,"3,968.94",0.65%,19.07098,-0.49%,9733.8,-4.41%,
3/16/2021,"47,793.00",2.25%,0.02,2.25,"1,730.90",0.10,0.00,0.10,"3,962.71",-0.16%,18.3933,-3.55%,9865.06,1.35%,
3/17/2021,"49,139.50",2.82%,0.03,2.82,"1,727.10",-0.22,0.00,-0.22,"3,974.12",0.29%,19.619,6.66%,10079.9,2.18%,
3/18/2021,"48,439.90",-1.42%,-0.01,-1.42,"1,732.50",0.31,0.00,0.31,"3,915.46",-1.48%,21.12226,7.66%,9830.84,-2.47%,
3/19/2021,"48,861.80",0.87%,0.01,0.87,"1,741.70",0.53,0.01,0.53,"3,913.10",-0.06%,20.3081,-3.85%,9933.76,1.05%,
3/20/2021,"48,831.80",-0.06%,0.00,-0.06,,0.00,,0.00,,,20.798417,2.41%,9933.76,1.05%,
3/21/2021,48866.9,0.04%,0.00,0.04,,57.00,0.57,57.00,,,20.76,0.00%,9999.58,1.72%,1743.5
3/22/2021,48332.4,-1.09%,-0.01,-1.09,,-0.36,0.00,-0.36,3916.48,0.09%,20.28,-0.02%,9822.17,-1.77%,1737.25
3/23/2021,45445.6,-5.97%,-0.06,-5.97,,0.09,0.00,0.09,3934.7,0.47%,19.15,-0.06%,9341.75,-4.89%,1738.75
3/24/2021,45954.7,1.12%,0.01,1.12,,-0.74,-0.01,-0.74,3925.5,-0.23%,18.95,-0.01%,9337.54,-0.05%,1725.95
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,9341.75,,
